Half Inning,Inning,Outs,Balls,Strikes,Count,Date,Batter_Team,Pitcher_Team,Time To Plate (sec) with Man on First,Batter,Pitcher,Batter_Side,Pitcher_Side,Pitch_Type,Outcome,Quality of Contact,Spray Chart,Runners,Pitch_Location_X,Pitch_Location_Y
Top 4,4,0,2,1,'2-1,2025-09-01,Wilfrid Laurier Golden Hawks,Brock Badgers,,Brendan Boys,Ryan Facchini,R,R,Cutter,Ball,,,0,-0.366074887,1.103781098
Top 4,4,0,3,1,'3-1,2025-09-01,Wilfrid Laurier Golden Hawks,Brock Badgers,,Brendan Boys,Ryan Facchini,R,R,Cutter,Walk,,,0,1.956850797,0.483239819
Top 4,4,0,0,0,'0-0,2025-09-01,Wilfrid Laurier Golden Hawks,Brock Badgers,,John Banks,Ryan Facchini,R,R,Fastball,Sacrifice Bunt,Ground Ball,Pull,100,-0.424148029,0.429612795
Top 4,4,1,0,0,'0-0,2025-09-01,Wilfrid Laurier Golden Hawks,Brock Badgers,,Jack Symington,Ryan Facchini,R,R,Fastball,Ball,,,10,-0.036993748,1.111442101
Top 4,4,1,1,0,'1-0,2025-09-01,Wilfrid Laurier Golden Hawks,Brock Badgers,,Jack Symington,Ryan Facchini,R,R,Cutter,Single,Fly Ball,Pull,10,-0.269286317,0.123172658
Top 4,4,1,0,0,'0-0,2025-09-01,Wilfrid Laurier Golden Hawks,Brock Badgers,,Ashton Abols,Ryan Facchini,R,R,Fastball,Foul,,,101,-0.443505743,-0.221572497
Top 4,4,1,0,1,'0-1,2025-09-01,Wilfrid Laurier Golden Hawks,Brock Badgers,,Ashton Abols,Ryan Facchini,R,R,Cutter,Swinging Strike,,,101,-0.520936599,-0.114318449
Top 4,4,1,0,2,'0-2,2025-09-01,Wilfrid Laurier Golden Hawks,Brock Badgers,,Ashton Abols,Ryan Facchini,R,R,Slider,Ball,,,101,0.756672527,-0.083674435
Top 4,4,1,1,2,'1-2,2025-09-01,Wilfrid Laurier Golden Hawks,Brock Badgers,,Ashton Abols,Ryan Facchini,R,R,Cutter,Strikeout Looking,,,11,-0.617725169,0.720730926
Top 4,4,2,0,0,'0-0,2025-09-01,Wilfrid Laurier Golden Hawks,Brock Badgers,,Davis Llewellyn,Ryan Facchini,L,R,Cutter,Single,Ground Ball,Pull,11,-0.559652027,0.291714734
Top 4,4,2,0,0,'0-0,2025-09-01,Wilfrid Laurier Golden Hawks,Brock Badgers,,Lucas Bateman,Ryan Facchini,R,R,Fastball,Called Strike,,,100,-0.772586882,0.414290789
Top 4,4,2,0,1,'0-1,2025-09-01,Wilfrid Laurier Golden Hawks,Brock Badgers,,Lucas Bateman,Ryan Facchini,R,R,Cutter,Ball,,,100,-1.19845659,0.613476878
Top 4,4,2,1,1,'1-1,2025-09-01,Wilfrid Laurier Golden Hawks,Brock Badgers,,Lucas Bateman,Ryan Facchini,R,R,Cutter,Foul,,,100,-0.540294313,-0.060691424
Top 4,4,2,1,2,'1-2,2025-09-01,Wilfrid Laurier Golden Hawks,Brock Badgers,,Lucas Bateman,Ryan Facchini,R,R,Slider,Popout,Pop Up,Straightaway,100,-0.133782319,0.843306981
Bottom 4,4,0,0,0,'0-0,2025-09-01,Brock Badgers,Wilfrid Laurier Golden Hawks,,Nolan Phelan,Liam Conlin,R,R,Breaking Ball,Swinging Strike,,,0,-1.179098876,0.421951792
Bottom 4,4,0,0,1,'0-1,2025-09-01,Brock Badgers,Wilfrid Laurier Golden Hawks,,Nolan Phelan,Liam Conlin,R,R,Breaking Ball,Ball,,,0,0.079152536,-0.344148552
Bottom 4,4,0,1,1,'1-1,2025-09-01,Brock Badgers,Wilfrid Laurier Golden Hawks,,Nolan Phelan,Liam Conlin,R,R,Breaking Ball,Ball,,,0,0.756672527,-0.321165541
Bottom 4,4,0,2,1,'2-1,2025-09-01,Brock Badgers,Wilfrid Laurier Golden Hawks,,Nolan Phelan,Liam Conlin,R,R,Fastball,Double,Line Drive,Straightaway,0,0.19529882,0.460256809
Bottom 4,4,0,0,0,'0-0,2025-09-01,Brock Badgers,Wilfrid Laurier Golden Hawks,,Gavin Taylor,Liam Conlin,R,R,Fastball,Single,Fly Ball,Pull,10,-0.133782319,0.789679957
Bottom 4,4,0,0,0,'0-0,2025-09-01,Brock Badgers,Wilfrid Laurier Golden Hawks,,Nate Parsons,Liam Conlin,L,R,Fastball,Sacrifice Bunt,,,110,-0.249928603,0.406629785
Bottom 4,4,1,0,0,'0-0,2025-09-01,Brock Badgers,Wilfrid Laurier Golden Hawks,,Adam Geddes,Liam Conlin,L,R,Fastball,Ball,,,11,-0.753229168,-0.313504538
Bottom 4,4,1,1,0,'1-0,2025-09-01,Brock Badgers,Wilfrid Laurier Golden Hawks,,Adam Geddes,Liam Conlin,L,R,Fastball,Single,Ground Ball,Straightaway,11,-0.346717173,0.559849854
Bottom 4,4,1,0,0,'0-0,2025-09-01,Brock Badgers,Wilfrid Laurier Golden Hawks,,Caleb Feuerstake,Nathan Mazer,L,L,Fastball,Ball,,,100,-1.411391445,0.276392727
Bottom 4,4,1,1,0,'1-0,2025-09-01,Brock Badgers,Wilfrid Laurier Golden Hawks,,Caleb Feuerstake,Nathan Mazer,L,L,Fastball,Ball,,,10,-1.488822301,-0.267538517
Bottom 4,4,1,2,0,'2-0,2025-09-01,Brock Badgers,Wilfrid Laurier Golden Hawks,,Caleb Feuerstake,Nathan Mazer,L,L,Fastball,Ball,,,10,0.09851025,1.203374142
Bottom 4,4,1,3,0,'3-0,2025-09-01,Brock Badgers,Wilfrid Laurier Golden Hawks,,Caleb Feuerstake,Nathan Mazer,L,L,Fastball,Walk,,,10,-0.791944596,-0.459063603
Bottom 4,4,1,0,0,'0-0,2025-09-01,Brock Badgers,Wilfrid Laurier Golden Hawks,,Reid Lunney,Nathan Mazer,L,L,Breaking Ball,Called Strike,,,101,0.079152536,0.866289991
Bottom 4,4,1,0,1,'0-1,2025-09-01,Brock Badgers,Wilfrid Laurier Golden Hawks,,Reid Lunney,Nathan Mazer,L,L,Fastball,Ball,,,101,-1.721114869,-0.083674435
Bottom 4,4,1,1,1,'1-1,2025-09-01,Brock Badgers,Wilfrid Laurier Golden Hawks,,Reid Lunney,Nathan Mazer,L,L,Breaking Ball,Ball,,,11,0.543737673,1.088459091
Bottom 4,4,1,2,1,'2-1,2025-09-01,Brock Badgers,Wilfrid Laurier Golden Hawks,,Reid Lunney,Nathan Mazer,L,L,Fastball,Ball,,,11,-0.772586882,0.192121689
Bottom 4,4,1,3,1,'3-1,2025-09-01,Brock Badgers,Wilfrid Laurier Golden Hawks,,Reid Lunney,Nathan Mazer,L,L,Fastball,Walk,,,11,-1.275887447,-0.175606476
Bottom 4,4,1,0,0,'0-0,2025-09-01,Brock Badgers,Wilfrid Laurier Golden Hawks,,Jaden Leeder,Nathan Mazer,R,L,Breaking Ball,Called Strike,,,111,0.137225678,0.475578816
Bottom 4,4,1,0,1,'0-1,2025-09-01,Brock Badgers,Wilfrid Laurier Golden Hawks,,Jaden Leeder,Nathan Mazer,R,L,Breaking Ball,Called Strike,,,111,-0.249928603,1.073137084
Bottom 4,4,1,0,2,'0-2,2025-09-01,Brock Badgers,Wilfrid Laurier Golden Hawks,,Jaden Leeder,Nathan Mazer,R,L,Breaking Ball,Ball,,,111,1.337403948,0.398968782
Bottom 4,4,1,1,2,'1-2,2025-09-01,Brock Badgers,Wilfrid Laurier Golden Hawks,,Jaden Leeder,Nathan Mazer,R,L,Fastball,Strikeout Swinging,,,111,-0.617725169,-0.2292335
Bottom 4,4,2,0,0,'0-0,2025-09-01,Brock Badgers,Wilfrid Laurier Golden Hawks,,Cole Carpenter,Nathan Mazer,R,L,Fastball,Hit By Pitch,,,111,-1.604968585,0.199782692
Bottom 4,4,2,0,0,'0-0,2025-09-01,Brock Badgers,Wilfrid Laurier Golden Hawks,,Flynn Matheson,Nathan Mazer,R,L,Breaking Ball,Ball,,,111,1.608411945,0.988866046
Bottom 4,4,2,1,0,'1-0,2025-09-01,Brock Badgers,Wilfrid Laurier Golden Hawks,,Flynn Matheson,Nathan Mazer,R,L,Breaking Ball,Ball,,,111,1.995566225,0.981205043
Bottom 4,4,2,2,0,'2-0,2025-09-01,Brock Badgers,Wilfrid Laurier Golden Hawks,,Flynn Matheson,Nathan Mazer,R,L,Fastball,Foul,,,111,0.408233674,0.23808771
Bottom 4,4,2,2,1,'2-1,2025-09-01,Brock Badgers,Wilfrid Laurier Golden Hawks,,Flynn Matheson,Nathan Mazer,R,L,Breaking Ball,Ball,,,111,1.763273657,0.927578019
Bottom 4,4,2,3,1,'3-1,2025-09-01,Brock Badgers,Wilfrid Laurier Golden Hawks,,Flynn Matheson,Nathan Mazer,R,L,Fastball,Double,Line Drive,Straightaway,111,0.19529882,0.30703674
Bottom 4,4,2,0,0,'0-0,2025-09-01,Brock Badgers,Wilfrid Laurier Golden Hawks,,Nolan Phelan,Benjamin Rae,R,R,Breaking Ball,Ball,,,10,0.988965095,-0.351809555
Bottom 4,4,2,1,0,'1-0,2025-09-01,Brock Badgers,Wilfrid Laurier Golden Hawks,,Nolan Phelan,Benjamin Rae,R,R,Fastball,Swinging Strike,,,10,-0.211213175,0.467917813
Bottom 4,4,2,1,1,'1-1,2025-09-01,Brock Badgers,Wilfrid Laurier Golden Hawks,,Nolan Phelan,Benjamin Rae,R,R,Breaking Ball,Ball,,,10,1.240615378,-0.305843534
Bottom 4,4,2,2,1,'2-1,2025-09-01,Brock Badgers,Wilfrid Laurier Golden Hawks,,Nolan Phelan,Benjamin Rae,R,R,Breaking Ball,Popout,Pop Up,Opposite Field,10,-0.269286317,0.30703674
Top 5,5,0,0,0,'0-0,2025-09-01,Wilfrid Laurier Golden Hawks,Brock Badgers,,Jack Larmer,Brady Campbell,R,R,Fastball,Ball,,,0,-0.520936599,-0.436080593
Top 5,5,0,1,0,'1-0,2025-09-01,Wilfrid Laurier Golden Hawks,Brock Badgers,,Jack Larmer,Brady Campbell,R,R,Fastball,Ball,,,0,-0.404790315,1.126764108
Top 5,5,0,2,0,'2-0,2025-09-01,Wilfrid Laurier Golden Hawks,Brock Badgers,,Jack Larmer,Brady Campbell,R,R,Fastball,Single,Ground Ball,Pull,0,-0.327359459,0.452595806
Top 5,5,0,0,0,'0-0,2025-09-01,Wilfrid Laurier Golden Hawks,Brock Badgers,1.27,Brady Hall,Brady Campbell,R,R,Fastball,Foul,,,100,0.253371962,0.176799682
Top 5,5,0,0,1,'0-1,2025-09-01,Wilfrid Laurier Golden Hawks,Brock Badgers,1.18,Brady Hall,Brady Campbell,R,R,Fastball,Called Strike,,,100,-0.675798312,0.092528644
Top 5,5,0,0,2,'0-2,2025-09-01,Wilfrid Laurier Golden Hawks,Brock Badgers,1.19,Brady Hall,Brady Campbell,R,R,Fastball,Hit By Pitch,,,100,-1.488822301,0.873950995
Top 5,5,0,0,0,'0-0,2025-09-01,Wilfrid Laurier Golden Hawks,Brock Badgers,,Peter Dineen,Brady Campbell,R,R,Fastball,Foul,,,110,0.234014248,0.927578019
Top 5,5,0,0,1,'0-1,2025-09-01,Wilfrid Laurier Golden Hawks,Brock Badgers,,Peter Dineen,Brady Campbell,R,R,Curveball,Called Strike,,,110,-0.114424605,0.322358747
Top 5,5,0,0,2,'0-2,2025-09-01,Wilfrid Laurier Golden Hawks,Brock Badgers,,Peter Dineen,Brady Campbell,R,R,Fastball,Ball,,,110,-1.295245161,0.360663764
Top 5,5,0,1,2,'1-2,2025-09-01,Wilfrid Laurier Golden Hawks,Brock Badgers,,Peter Dineen,Brady Campbell,R,R,Curveball,Error,Ground Ball,Opposite Field,110,0.640526243,0.207443696
Top 5,5,0,0,0,'0-0,2025-09-01,Wilfrid Laurier Golden Hawks,Brock Badgers,,Brendan Boys,Brady Campbell,R,R,Fastball,Foul,,,111,-0.249928603,0.406629785
Top 5,5,0,0,1,'0-1,2025-09-01,Wilfrid Laurier Golden Hawks,Brock Badgers,,Brendan Boys,Brady Campbell,R,R,Fastball,Ball,,,111,1.182542236,0.345341758
Top 5,5,0,1,1,'1-1,2025-09-01,Wilfrid Laurier Golden Hawks,Brock Badgers,,Brendan Boys,Brady Campbell,R,R,Fastball,Foul,,,111,0.38887596,0.169138679
Top 5,5,0,1,2,'1-2,2025-09-01,Wilfrid Laurier Golden Hawks,Brock Badgers,,Brendan Boys,Brady Campbell,R,R,Fastball,Ball,,,111,0.446949103,1.295306183
Top 5,5,0,2,2,'2-2,2025-09-01,Wilfrid Laurier Golden Hawks,Brock Badgers,,Brendan Boys,Brady Campbell,R,R,Curveball,Groundout,Ground Ball,Pull,111,0.059794822,0.153816672
Top 5,5,1,0,0,'0-0,2025-09-01,Wilfrid Laurier Golden Hawks,Brock Badgers,,John Banks,Brady Campbell,R,R,Fastball,Swinging Strike,,,11,0.485664531,0.651781895
Top 5,5,1,0,1,'0-1,2025-09-01,Wilfrid Laurier Golden Hawks,Brock Badgers,,John Banks,Brady Campbell,R,R,Fastball,Groundout,Ground Ball,Opposite Field,11,0.427591388,0.827984974
Top 5,5,2,0,0,'0-0,2025-09-01,Wilfrid Laurier Golden Hawks,Brock Badgers,,Jack Symington,Brady Campbell,R,R,Curveball,Called Strike,,,1,-0.617725169,0.368324768
Top 5,5,2,0,1,'0-1,2025-09-01,Wilfrid Laurier Golden Hawks,Brock Badgers,,Jack Symington,Brady Campbell,R,R,Curveball,Foul,,,1,0.330802818,0.391307778
Top 5,5,2,0,2,'0-2,2025-09-01,Wilfrid Laurier Golden Hawks,Brock Badgers,,Jack Symington,Brady Campbell,R,R,Fastball,Strikeout Swinging,,,1,0.601810815,0.375985771
Bottom 5,5,0,0,0,'0-0,2025-09-01,Brock Badgers,Wilfrid Laurier Golden Hawks,,Gavin Taylor,Benjamin Rae,R,R,Fastball,Ball,,,0,0.3667,-0.162091873
Bottom 5,5,0,1,0,'1-0,2025-09-01,Brock Badgers,Wilfrid Laurier Golden Hawks,,Gavin Taylor,Benjamin Rae,R,R,Fastball,Ball,,,0,0.1075,-0.337944876
Bottom 5,5,0,2,0,'2-0,2025-09-01,Brock Badgers,Wilfrid Laurier Golden Hawks,,Gavin Taylor,Benjamin Rae,R,R,Fastball,Called Strike,,,0,0.4963,0.321503887
Bottom 5,5,0,2,1,'2-1,2025-09-01,Brock Badgers,Wilfrid Laurier Golden Hawks,,Gavin Taylor,Benjamin Rae,R,R,Breaking Ball,Foul,,,0,-0.392385714,0.783118021
Bottom 5,5,0,2,2,'2-2,2025-09-01,Brock Badgers,Wilfrid Laurier Golden Hawks,,Gavin Taylor,Benjamin Rae,R,R,Breaking Ball,Ball,,,0,1.162814286,-0.389235336
Bottom 5,5,0,3,2,'3-2,2025-09-01,Brock Badgers,Wilfrid Laurier Golden Hawks,,Gavin Taylor,Benjamin Rae,R,R,Fastball,Single,Ground Ball,Pull,0,-0.355357143,0.409430389
Bottom 5,5,0,0,0,'0-0,2025-09-01,Brock Badgers,Wilfrid Laurier Golden Hawks,1.13,Liam Riley,Benjamin Rae,R,R,Fastball,Ball,,,100,-1.392157143,0.805099647
Bottom 5,5,0,1,0,'1-0,2025-09-01,Brock Badgers,Wilfrid Laurier Golden Hawks,1.17,Liam Riley,Benjamin Rae,R,R,Fastball,Called Strike,,,100,0.514814286,0.196941343
Bottom 5,5,0,1,1,'1-1,2025-09-01,Brock Badgers,Wilfrid Laurier Golden Hawks,,Liam Riley,Benjamin Rae,R,R,Fastball,Called Strike,,,100,0.699957143,0.336158304
Bottom 5,5,0,1,2,'1-2,2025-09-01,Brock Badgers,Wilfrid Laurier Golden Hawks,,Liam Riley,Benjamin Rae,R,R,Breaking Ball,Ball,,,10,1.866357143,0.761136396
Bottom 5,5,0,2,2,'2-2,2025-09-01,Brock Badgers,Wilfrid Laurier Golden Hawks,,Liam Riley,Benjamin Rae,R,R,Fastball,Strikeout Swinging,,,10,-0.059128571,0.570628975
Bottom 5,5,1,0,0,'0-0,2025-09-01,Brock Badgers,Wilfrid Laurier Golden Hawks,,Adam Geddes,Benjamin Rae,L,R,Fastball,Ball,,,10,-1.595814286,0.174959717
Bottom 5,5,1,1,0,'1-0,2025-09-01,Brock Badgers,Wilfrid Laurier Golden Hawks,,Adam Geddes,Benjamin Rae,L,R,Fastball,Ball,,,10,-0.1517,1.120169611
Bottom 5,5,1,2,0,'2-0,2025-09-01,Brock Badgers,Wilfrid Laurier Golden Hawks,,Adam Geddes,Benjamin Rae,L,R,Fastball,Foul,,,10,-0.059128571,0.526665724
Bottom 5,5,1,2,1,'2-1,2025-09-01,Brock Badgers,Wilfrid Laurier Golden Hawks,,Adam Geddes,Benjamin Rae,L,R,Breaking Ball,Single,Ground Ball,Pull,10,-0.2813,0.702518728
Bottom 5,5,1,0,0,'0-0,2025-09-01,Brock Badgers,Wilfrid Laurier Golden Hawks,,,Benjamin Rae,L,R,,Additional Out,,,0,,
Bottom 5,5,2,0,0,'0-0,2025-09-01,Brock Badgers,Wilfrid Laurier Golden Hawks,,Caleb Feuerstake,Benjamin Rae,L,R,Offspeed,Ball,,,0,-1.503242857,0.372794346
Bottom 5,5,2,1,0,'1-0,2025-09-01,Brock Badgers,Wilfrid Laurier Golden Hawks,,Caleb Feuerstake,Benjamin Rae,L,R,Fastball,Ball,,,0,1.570128571,0.109014841
Bottom 5,5,2,2,0,'2-0,2025-09-01,Brock Badgers,Wilfrid Laurier Golden Hawks,,Caleb Feuerstake,Benjamin Rae,L,R,Offspeed,Swinging Strike,,,0,0.181557143,0.512011307
Bottom 5,5,2,2,1,'2-1,2025-09-01,Brock Badgers,Wilfrid Laurier Golden Hawks,,Caleb Feuerstake,Benjamin Rae,L,R,Breaking Ball,Ball,,,0,-0.559014286,1.134824028
Bottom 5,5,2,3,1,'3-1,2025-09-01,Brock Badgers,Wilfrid Laurier Golden Hawks,,Caleb Feuerstake,Benjamin Rae,L,R,Fastball,Walk,,,0,-1.3181,0.152978092
Bottom 5,5,2,0,0,'0-0,2025-09-01,Brock Badgers,Wilfrid Laurier Golden Hawks,,Reid Lunney,Benjamin Rae,L,R,Fastball,Called Strike,,,100,0.385214286,0.240904594
Bottom 5,5,2,0,1,'0-1,2025-09-01,Brock Badgers,Wilfrid Laurier Golden Hawks,,Reid Lunney,Benjamin Rae,L,R,Breaking Ball,Ball,,,10,-1.299585714,0.1603053
Bottom 5,5,2,1,1,'1-1,2025-09-01,Brock Badgers,Wilfrid Laurier Golden Hawks,,Reid Lunney,Benjamin Rae,L,R,Fastball,Ball,,,10,0.070471429,1.105515194
Bottom 5,5,2,2,1,'2-1,2025-09-01,Brock Badgers,Wilfrid Laurier Golden Hawks,,Reid Lunney,Benjamin Rae,L,R,Fastball,Double,Line Drive,Opposite Field,10,-0.559014286,0.284867845
Bottom 5,5,2,0,0,'0-0,2025-09-01,Brock Badgers,Wilfrid Laurier Golden Hawks,,Jaden Leeder,Benjamin Rae,R,R,Breaking Ball,Ball,,,10,1.699728571,-0.213382332
Bottom 5,5,2,1,0,'1-0,2025-09-01,Brock Badgers,Wilfrid Laurier Golden Hawks,,Jaden Leeder,Benjamin Rae,R,R,Breaking Ball,Ball,,,10,1.162814286,-0.41854417
Bottom 5,5,2,2,0,'2-0,2025-09-01,Brock Badgers,Wilfrid Laurier Golden Hawks,,Jaden Leeder,Benjamin Rae,R,R,Fastball,Ball,,,10,-0.059128571,1.259386572
Bottom 5,5,2,3,0,'3-0,2025-09-01,Brock Badgers,Wilfrid Laurier Golden Hawks,,Jaden Leeder,Benjamin Rae,R,R,Fastball,Called Strike,,,10,0.422242857,0.079706007
Bottom 5,5,2,3,1,'3-1,2025-09-01,Brock Badgers,Wilfrid Laurier Golden Hawks,,Jaden Leeder,Benjamin Rae,R,R,Fastball,Called Strike,,,10,0.736985714,0.834408481
Bottom 5,5,2,3,2,'3-2,2025-09-01,Brock Badgers,Wilfrid Laurier Golden Hawks,,Jaden Leeder,Benjamin Rae,R,R,Fastball,Walk,,,10,1.366471429,0.893026148
Bottom 5,5,2,0,0,'0-0,2025-09-01,Brock Badgers,Wilfrid Laurier Golden Hawks,,Cole Carpenter,21,R,R,Breaking Ball,Called Strike,,,110,0.311157143,0.416757597
Bottom 5,5,2,0,1,'0-1,2025-09-01,Brock Badgers,Wilfrid Laurier Golden Hawks,,Cole Carpenter,21,R,R,Breaking Ball,Ball,,,110,0.792528571,-0.315963251
Bottom 5,5,2,1,1,'1-1,2025-09-01,Brock Badgers,Wilfrid Laurier Golden Hawks,,Cole Carpenter,21,R,R,Breaking Ball,Ball,,,110,-1.521757143,0.021088339
Bottom 5,5,2,2,1,'2-1,2025-09-01,Brock Badgers,Wilfrid Laurier Golden Hawks,,Cole Carpenter,21,R,R,Fastball,Ball,,,110,-1.410671429,0.636573852
Bottom 5,5,2,3,1,'3-1,2025-09-01,Brock Badgers,Wilfrid Laurier Golden Hawks,,Cole Carpenter,21,R,R,Breaking Ball,Walk,,,110,0.977671429,-0.477161838
Bottom 5,5,2,0,0,'0-0,2025-09-01,Brock Badgers,Wilfrid Laurier Golden Hawks,,Flynn Matheson,21,R,R,Fastball,Ball,,,111,1.755271429,-0.008220495
Bottom 5,5,2,1,0,'1-0,2025-09-01,Brock Badgers,Wilfrid Laurier Golden Hawks,,Flynn Matheson,21,R,R,Fastball,Single,Line Drive,Straightaway,111,-0.133185714,0.819754064
Bottom 5,5,2,0,0,'0-0,2025-09-01,Brock Badgers,Wilfrid Laurier Golden Hawks,,Nolan Phelan,21,R,R,Breaking Ball,Ball,,,101,0.459271429,-0.213382332
Bottom 5,5,2,1,0,'1-0,2025-09-01,Brock Badgers,Wilfrid Laurier Golden Hawks,,Nolan Phelan,21,R,R,Fastball,Ball,,,101,0.181557143,-0.118128622
Bottom 5,5,2,2,0,'2-0,2025-09-01,Brock Badgers,Wilfrid Laurier Golden Hawks,,Nolan Phelan,21,R,R,Fastball,Called Strike,,,101,0.459271429,0.167632509
Bottom 5,5,2,2,1,'2-1,2025-09-01,Brock Badgers,Wilfrid Laurier Golden Hawks,,Nolan Phelan,21,R,R,Fastball,Ball,,,101,-1.225528571,1.134824028
Bottom 5,5,2,3,1,'3-1,2025-09-01,Brock Badgers,Wilfrid Laurier Golden Hawks,,Nolan Phelan,21,R,R,Fastball,Called Strike,,,101,0.163042857,0.123669258
Bottom 5,5,2,3,2,'3-2,2025-09-01,Brock Badgers,Wilfrid Laurier Golden Hawks,,Nolan Phelan,21,R,R,Fastball,Single,Line Drive,Pull,101,-0.373871429,0.731827562
Bottom 5,5,2,0,0,'0-0,2025-09-01,Brock Badgers,Wilfrid Laurier Golden Hawks,,Gavin Taylor,21,R,R,Fastball,Swinging Strike,,,110,-0.262785714,0.695191519
Bottom 5,5,2,0,1,'0-1,2025-09-01,Brock Badgers,Wilfrid Laurier Golden Hawks,,Gavin Taylor,21,R,R,Breaking Ball,Hit By Pitch,,,110,-1.632842857,0.314176678
Bottom 5,5,2,0,0,'0-0,2025-09-01,Brock Badgers,Wilfrid Laurier Golden Hawks,,Liam Riley,21,R,R,Fastball,Ball,,,111,-0.114671429,-0.381908127
Bottom 5,5,2,1,0,'1-0,2025-09-01,Brock Badgers,Wilfrid Laurier Golden Hawks,,Liam Riley,21,R,R,Fastball,Groundout,Ground Ball,Pull,111,-0.2813,0.915007774
Top 6,6,0,0,0,'0-0,2025-09-01,Wilfrid Laurier Golden Hawks,Brock Badgers,,Ashton Abols,Brady Campbell,R,R,Fastball,Ball,,,0,1.384985714,0.717173145
Top 6,6,0,1,0,'1-0,2025-09-01,Wilfrid Laurier Golden Hawks,Brock Badgers,,Ashton Abols,Brady Campbell,R,R,Fastball,Ball,,,0,-1.558785714,0.438739223
Top 6,6,0,2,0,'2-0,2025-09-01,Wilfrid Laurier Golden Hawks,Brock Badgers,,Ashton Abols,Brady Campbell,R,R,Curveball,Ball,,,0,0.588871429,-0.279327209
Top 6,6,0,3,0,'3-0,2025-09-01,Wilfrid Laurier Golden Hawks,Brock Badgers,,Ashton Abols,Brady Campbell,R,R,Fastball,Called Strike,,,0,-0.225757143,0.226250177
Top 6,6,0,3,1,'3-1,2025-09-01,Wilfrid Laurier Golden Hawks,Brock Badgers,,Ashton Abols,Brady Campbell,R,R,Fastball,Called Strike,,,0,0.3667,0.863717315
Top 6,6,0,3,2,'3-2,2025-09-01,Wilfrid Laurier Golden Hawks,Brock Badgers,,Ashton Abols,Brady Campbell,R,R,Fastball,Groundout,Ground Ball,Opposite Field,0,0.551842857,0.233577385
Top 6,6,1,0,0,'0-0,2025-09-01,Wilfrid Laurier Golden Hawks,Brock Badgers,,Davis Llewellyn,RJ Moniz,L,L,Fastball,Single,Ground Ball,Opposite Field,0,0.329671429,0.54864735
Top 6,6,1,0,0,'0-0,2025-09-01,Wilfrid Laurier Golden Hawks,Brock Badgers,,Lucas Bateman,RJ Moniz,R,L,Fastball,Foul,,,100,-0.1517,0.577956184
Top 6,6,1,0,1,'0-1,2025-09-01,Wilfrid Laurier Golden Hawks,Brock Badgers,1.14,Lucas Bateman,RJ Moniz,R,L,Curveball,Ball,,,100,1.440528571,0.292195053
Top 6,6,1,1,1,'1-1,2025-09-01,Wilfrid Laurier Golden Hawks,Brock Badgers,1.06,Lucas Bateman,RJ Moniz,R,L,Fastball,Double,Pop Up,Opposite Field,100,-0.447928571,0.21159576
Top 6,6,1,0,0,'0-0,2025-09-01,Wilfrid Laurier Golden Hawks,Brock Badgers,1.02,Jack Larmer,RJ Moniz,R,L,Fastball,Called Strike,,,11,-0.503471429,0.350812721
Top 6,6,1,0,1,'0-1,2025-09-01,Wilfrid Laurier Golden Hawks,Brock Badgers,,Jack Larmer,RJ Moniz,R,L,Fastball,Ball,,,11,1.5331,1.12749682
Top 6,6,1,1,1,'1-1,2025-09-01,Wilfrid Laurier Golden Hawks,Brock Badgers,,Jack Larmer,RJ Moniz,R,L,Curveball,Swinging Strike,,,11,-0.225757143,0.123669258
Top 6,6,1,1,2,'1-2,2025-09-01,Wilfrid Laurier Golden Hawks,Brock Badgers,,Jack Larmer,RJ Moniz,R,L,Fastball,Ball,,,11,-1.503242857,-0.118128622
Top 6,6,1,2,2,'2-2,2025-09-01,Wilfrid Laurier Golden Hawks,Brock Badgers,,Jack Larmer,RJ Moniz,R,L,Curveball,Ball,,,11,-0.6701,-0.337944876
Top 6,6,1,3,2,'3-2,2025-09-01,Wilfrid Laurier Golden Hawks,Brock Badgers,,Jack Larmer,RJ Moniz,R,L,Fastball,Walk,,,11,0.088985714,-0.330617668
Top 6,6,1,0,0,'0-0,2025-09-01,Wilfrid Laurier Golden Hawks,Brock Badgers,,Brady Hall,RJ Moniz,R,L,Fastball,Called Strike,,,111,-0.484957143,0.878371731
Top 6,6,1,0,1,'0-1,2025-09-01,Wilfrid Laurier Golden Hawks,Brock Badgers,,Brady Hall,RJ Moniz,R,L,Fastball,Groundout,Ground Ball,Opposite Field,111,-0.596042857,0.468048057
Top 6,6,2,0,0,'0-0,2025-09-01,Wilfrid Laurier Golden Hawks,Brock Badgers,,Peter Dineen,RJ Moniz,R,L,Fastball,Ball,,,11,0.644414286,-0.140110247
Top 6,6,2,1,0,'1-0,2025-09-01,Wilfrid Laurier Golden Hawks,Brock Badgers,,Peter Dineen,RJ Moniz,R,L,Fastball,Foul,,,11,-0.096157143,0.709845936
Top 6,6,2,1,1,'1-1,2025-09-01,Wilfrid Laurier Golden Hawks,Brock Badgers,,Peter Dineen,RJ Moniz,R,L,Curveball,Ball,,,11,0.774014286,1.149478445
Top 6,6,2,2,1,'2-1,2025-09-01,Wilfrid Laurier Golden Hawks,Brock Badgers,,Peter Dineen,RJ Moniz,R,L,Fastball,Ball,,,11,-0.466442857,-0.330617668
