Half Inning,Inning,Outs,Balls,Strikes,Count,Date,Batter_Team,Pitcher_Team,Time To Plate (sec) with Man on First,Batter,Pitcher,Batter_Side,Pitcher_Side,Pitch_Type,Outcome,Quality of Contact,Spray Chart,Runners,Pitch_Location_X,Pitch_Location_Y
Bottom 3,3,1,3,2,'3-2,2025-09-07,Guelph Gryphons,Brock Badgers,,Evan Ogston,Jack Tiessen,R,R,Fastball,Foul,,,0,0.156583392,0.77435795
Bottom 3,3,1,3,2,'3-2,2025-09-07,Guelph Gryphons,Brock Badgers,,Evan Ogston,Jack Tiessen,R,R,Curveball,Walk,,,0,-0.191855461,-0.420758586
Bottom 3,3,1,0,0,'0-0,2025-09-07,Guelph Gryphons,Brock Badgers,1.45,Sawyer Whitaker,Jack Tiessen,L,R,Fastball,Ball,,,100,-0.850017738,0.322358747
Bottom 3,3,1,1,0,'1-0,2025-09-07,Guelph Gryphons,Brock Badgers,,Sawyer Whitaker,Jack Tiessen,L,R,Fastball,Ball,,,100,1.453550232,0.161477675
Bottom 3,3,1,2,0,'2-0,2025-09-07,Guelph Gryphons,Brock Badgers,,Sawyer Whitaker,Jack Tiessen,L,R,Fastball,Called Strike,,,100,0.19529882,0.138494665
Bottom 3,3,1,2,1,'2-1,2025-09-07,Guelph Gryphons,Brock Badgers,,Sawyer Whitaker,Jack Tiessen,L,R,Fastball,Foul,,,10,-0.385432601,0.475578816
Bottom 3,3,1,2,2,'2-2,2025-09-07,Guelph Gryphons,Brock Badgers,,Sawyer Whitaker,Jack Tiessen,L,R,Curveball,Strikeout Swinging,,,10,-1.237172019,-0.213911493
Bottom 3,3,2,0,0,'0-0,2025-09-07,Guelph Gryphons,Brock Badgers,,Jack Gillis,Jack Tiessen,L,R,Fastball,Ball,,,10,1.259973092,0.215104699
Bottom 3,3,2,1,0,'1-0,2025-09-07,Guelph Gryphons,Brock Badgers,,Jack Gillis,Jack Tiessen,L,R,Changeup,Foul,,,10,-0.482221171,0.835645977
Bottom 3,3,2,1,1,'1-1,2025-09-07,Guelph Gryphons,Brock Badgers,,Jack Gillis,Jack Tiessen,L,R,Curveball,Ball,,,10,0.853461097,-0.282860524
Bottom 3,3,2,2,1,'2-1,2025-09-07,Guelph Gryphons,Brock Badgers,,Jack Gillis,Jack Tiessen,L,R,Fastball,Foul,,,10,0.621168529,0.299375737
Bottom 3,3,2,2,2,'2-2,2025-09-07,Guelph Gryphons,Brock Badgers,,Jack Gillis,Jack Tiessen,L,R,Changeup,Strikeout Swinging,,,10,-0.327359459,-0.25221651
Top 4,4,0,0,0,'0-0,2025-09-07,Brock Badgers,Guelph Gryphons,,Flynn Matheson,Daniel Meron,R,R,Fastball,Foul,,,0,0.369518246,0.605815874
Top 4,4,0,0,1,'0-1,2025-09-07,Brock Badgers,Guelph Gryphons,,Flynn Matheson,Daniel Meron,R,R,Breaking Ball,Foul,,,0,0.776030241,-0.175606476
Top 4,4,0,0,2,'0-2,2025-09-07,Brock Badgers,Guelph Gryphons,,Flynn Matheson,Daniel Meron,R,R,Breaking Ball,Foul,,,0,-0.036993748,0.199782692
Top 4,4,0,0,2,'0-2,2025-09-07,Brock Badgers,Guelph Gryphons,,Flynn Matheson,Daniel Meron,R,R,Breaking Ball,Foul,,,0,0.795387955,0.169138679
Top 4,4,0,0,2,'0-2,2025-09-07,Brock Badgers,Guelph Gryphons,,Flynn Matheson,Daniel Meron,R,R,Fastball,Ball,,,0,-1.024237164,1.188052135
Top 4,4,0,1,2,'1-2,2025-09-07,Brock Badgers,Guelph Gryphons,,Flynn Matheson,Daniel Meron,R,R,Breaking Ball,Ball,,,0,0.834103383,-0.367131562
Top 4,4,0,2,2,'2-2,2025-09-07,Brock Badgers,Guelph Gryphons,,Flynn Matheson,Daniel Meron,R,R,Fastball,Strikeout Looking,,,0,0.717957099,-0.060691424
Top 4,4,1,0,0,'0-0,2025-09-07,Brock Badgers,Guelph Gryphons,,Nolan Phelan,Daniel Meron,R,R,Breaking Ball,Ball,,,0,0.988965095,-0.290521528
Top 4,4,1,1,0,'1-0,2025-09-07,Brock Badgers,Guelph Gryphons,,Nolan Phelan,Daniel Meron,R,R,Fastball,Called Strike,,,0,0.543737673,0.138494665
Top 4,4,1,1,1,'1-1,2025-09-07,Brock Badgers,Guelph Gryphons,,Nolan Phelan,Daniel Meron,R,R,Fastball,Flyout,Fly Ball,Opposite Field,0,0.253371962,0.674764905
Top 4,4,2,0,0,'0-0,2025-09-07,Brock Badgers,Guelph Gryphons,,Brady Campbell,Daniel Meron,R,R,Fastball,Single,Line Drive,Opposite Field,0,0.524379959,0.30703674
Top 4,4,2,0,0,'0-0,2025-09-07,Brock Badgers,Guelph Gryphons,,,,,,,Truncated Out,,,0,,
Bottom 4,4,0,0,0,'0-0,2025-09-07,Guelph Gryphons,Brock Badgers,,Noah Cantwell,Jack Tiessen,R,R,Curveball,Foul,,,0,-0.249928603,0.429612795
Bottom 4,4,0,0,1,'0-1,2025-09-07,Guelph Gryphons,Brock Badgers,,Noah Cantwell,Jack Tiessen,R,R,Curveball,Flyout,Fly Ball,Straightaway,0,0.00172168,0.789679957
Bottom 4,4,1,0,0,'0-0,2025-09-07,Guelph Gryphons,Brock Badgers,,Brendan Cooper,Jack Tiessen,L,R,Fastball,Single,Pop Up,Pull,0,-0.308001745,0.850967984
Bottom 4,4,1,0,0,'0-0,2025-09-07,Guelph Gryphons,Brock Badgers,,Noah Chang,Jack Tiessen,R,R,Fastball,Ball,,,100,-0.675798312,0.697747916
Bottom 4,4,1,1,0,'1-0,2025-09-07,Guelph Gryphons,Brock Badgers,,Noah Chang,Jack Tiessen,R,R,Changeup,Ball,,,100,-0.695156026,1.134425111
Bottom 4,4,1,2,0,'2-0,2025-09-07,Guelph Gryphons,Brock Badgers,,Noah Chang,Jack Tiessen,R,R,Changeup,Ball,,,100,-1.508180015,0.30703674
Bottom 4,4,1,3,0,'3-0,2025-09-07,Guelph Gryphons,Brock Badgers,,Noah Chang,Jack Tiessen,R,R,Fastball,Called Strike,,,100,0.621168529,0.766696947
Bottom 4,4,1,3,1,'3-1,2025-09-07,Guelph Gryphons,Brock Badgers,,Noah Chang,Jack Tiessen,R,R,Fastball,Single,Ground Ball,Straightaway,100,0.563095387,0.138494665
Bottom 4,4,1,0,0,'0-0,2025-09-07,Guelph Gryphons,Brock Badgers,,Jaylen Wood,Jack Tiessen,R,R,Fastball,Ball,,,110,1.976208511,-0.198589486
Bottom 4,4,1,1,0,'1-0,2025-09-07,Guelph Gryphons,Brock Badgers,,Jaylen Wood,Jack Tiessen,R,R,Fastball,Called Strike,,,110,0.659883957,0.605815874
Bottom 4,4,1,1,1,'1-1,2025-09-07,Guelph Gryphons,Brock Badgers,,Jaylen Wood,Jack Tiessen,R,R,Curveball,Ball,,,110,0.776030241,-0.436080593
Bottom 4,4,1,2,1,'2-1,2025-09-07,Guelph Gryphons,Brock Badgers,,Jaylen Wood,Jack Tiessen,R,R,Fastball,Foul,,,110,0.892176525,0.521544837
Bottom 4,4,1,2,2,'2-2,2025-09-07,Guelph Gryphons,Brock Badgers,,Jaylen Wood,Jack Tiessen,R,R,Curveball,Ball,,,110,1.124469094,0.26107072
Bottom 4,4,1,3,2,'3-2,2025-09-07,Guelph Gryphons,Brock Badgers,,Jaylen Wood,Jack Tiessen,R,R,Fastball,Strikeout Swinging,,,110,-0.366074887,0.927578019
Bottom 4,4,2,0,0,'0-0,2025-09-07,Guelph Gryphons,Brock Badgers,,Marco Da Gama,Jack Tiessen,R,R,Fastball,Triple,Line Drive,Pull,110,0.272729676,0.322358747
Bottom 4,4,2,0,0,'0-0,2025-09-07,Guelph Gryphons,Brock Badgers,,Nolan Scicluna,Jack Tiessen,L,R,Fastball,Ball,,,1,-1.663041727,0.590493868
Bottom 4,4,2,1,0,'1-0,2025-09-07,Guelph Gryphons,Brock Badgers,,Nolan Scicluna,Jack Tiessen,L,R,Fastball,Ball,,,1,0.659883957,0.697747916
Bottom 4,4,2,2,0,'2-0,2025-09-07,Guelph Gryphons,Brock Badgers,,Nolan Scicluna,Jack Tiessen,L,R,Fastball,Ball,,,1,0.582453101,-0.321165541
Bottom 4,4,2,3,0,'3-0,2025-09-07,Guelph Gryphons,Brock Badgers,,Nolan Scicluna,Jack Tiessen,L,R,Fastball,Walk,,,1,-0.501578885,-0.167945473
Bottom 4,4,2,0,0,'0-0,2025-09-07,Guelph Gryphons,Brock Badgers,,Nolan Scicluna,Jack Tiessen,L,R,Fastball,Groundout,Ground Ball,Pull,101,0.485664531,0.444934802
Top 5,5,0,0,0,'0-0,2025-09-07,Brock Badgers,Guelph Gryphons,,Brayden Sowrey,Daniel Meron,R,R,Fastball,Called Strike,,,0,0.563095387,0.812662967
Top 5,5,0,0,1,'0-1,2025-09-07,Brock Badgers,Guelph Gryphons,,Brayden Sowrey,Daniel Meron,R,R,Fastball,Called Strike,,,0,0.601810815,0.521544837
Top 5,5,0,0,2,'0-2,2025-09-07,Brock Badgers,Guelph Gryphons,,Brayden Sowrey,Daniel Meron,R,R,Fastball,Ball,,,0,-1.392033731,0.904595008
Top 5,5,0,1,2,'1-2,2025-09-07,Brock Badgers,Guelph Gryphons,,Brayden Sowrey,Daniel Meron,R,R,Fastball,Ball,,,0,1.705200515,0.736052933
Top 5,5,0,2,2,'2-2,2025-09-07,Brock Badgers,Guelph Gryphons,,Brayden Sowrey,Daniel Meron,R,R,Fastball,Ball,,,0,-0.346717173,-0.351809555
Top 5,5,0,3,2,'3-2,2025-09-07,Brock Badgers,Guelph Gryphons,,Brayden Sowrey,Daniel Meron,R,R,Fastball,Walk,,,0,-0.191855461,-0.2292335
Top 5,5,0,0,0,'0-0,2025-09-07,Brock Badgers,Guelph Gryphons,,Adam Geddes,Daniel Meron,L,R,Fastball,Called Strike,,,100,-0.249928603,0.544527847
Top 5,5,0,0,1,'0-1,2025-09-07,Brock Badgers,Guelph Gryphons,,Adam Geddes,Daniel Meron,L,R,Fastball,Single,Ground Ball,Pull,100,-0.288644031,0.644120892
Top 5,5,0,0,0,'0-0,2025-09-07,Brock Badgers,Guelph Gryphons,,Caleb Feuerstake,Daniel Meron,L,R,Fastball,Swinging Strike,,,110,-0.482221171,-0.144962462
Top 5,5,0,0,1,'0-1,2025-09-07,Brock Badgers,Guelph Gryphons,,Caleb Feuerstake,Daniel Meron,L,R,Fastball,Ball,,,110,0.543737673,1.088459091
Top 5,5,0,1,1,'1-1,2025-09-07,Brock Badgers,Guelph Gryphons,,Caleb Feuerstake,Daniel Meron,L,R,Offspeed,Ball,,,110,0.621168529,-0.091335438
Top 5,5,0,2,1,'2-1,2025-09-07,Brock Badgers,Guelph Gryphons,,Caleb Feuerstake,Daniel Meron,L,R,Fastball,Ball,,,110,1.124469094,0.820323971
Top 5,5,0,3,1,'3-1,2025-09-07,Brock Badgers,Guelph Gryphons,,Caleb Feuerstake,Daniel Meron,L,R,Fastball,Walk,,,110,-0.501578885,1.157408122
Top 5,5,0,0,0,'0-0,2025-09-07,Brock Badgers,Guelph Gryphons,,Reid Lunney,Daniel Meron,L,R,Offspeed,Called Strike,,,111,0.330802818,0.146155668
Top 5,5,0,0,1,'0-1,2025-09-07,Brock Badgers,Guelph Gryphons,,Reid Lunney,Daniel Meron,L,R,Fastball,Ball,,,111,-0.540294313,1.073137084
Top 5,5,0,1,1,'1-1,2025-09-07,Brock Badgers,Guelph Gryphons,,Reid Lunney,Daniel Meron,L,R,Offspeed,Called Strike,,,111,0.621168529,0.130833661
Top 5,5,0,1,2,'1-2,2025-09-07,Brock Badgers,Guelph Gryphons,,Reid Lunney,Daniel Meron,L,R,Fastball,Foul,,,111,-0.675798312,0.79734096
Top 5,5,0,1,2,'1-2,2025-09-07,Brock Badgers,Guelph Gryphons,,Reid Lunney,Daniel Meron,L,R,Offspeed,Hit By Pitch,,,111,1.976208511,0.054223627
Top 5,5,0,0,0,'0-0,2025-09-07,Brock Badgers,Guelph Gryphons,,Jaden Leeder,Daniel Meron,R,R,Fastball,Error,Ground Ball,Straightaway,111,-0.346717173,0.207443696
Top 5,5,0,0,0,'0-0,2025-09-07,Brock Badgers,Guelph Gryphons,,Cole Carpenter,Daniel Meron,R,R,Fastball,Swinging Strike,,,111,-1.275887447,0.184460686
Top 5,5,0,0,1,'0-1,2025-09-07,Brock Badgers,Guelph Gryphons,,Cole Carpenter,Daniel Meron,R,R,Fastball,Sacrifice Fly,Fly Ball,Straightaway,111,-0.133782319,0.881611998
Top 5,5,1,0,0,'0-0,2025-09-07,Brock Badgers,Guelph Gryphons,,Flynn Matheson,Daniel Meron,R,R,Fastball,Groundout,Ground Ball,Straightaway,101,-0.153140033,0.28405373
Top 5,5,2,0,0,'0-0,2025-09-07,Brock Badgers,Guelph Gryphons,,Nolan Phelan,Daniel Meron,R,R,Fastball,Foul,,,10,0.466306817,0.406629785
Top 5,5,2,0,1,'0-1,2025-09-07,Brock Badgers,Guelph Gryphons,,Nolan Phelan,Daniel Meron,R,R,Breaking Ball,Ball,,,10,1.705200515,-0.298182531
Top 5,5,2,1,1,'1-1,2025-09-07,Brock Badgers,Guelph Gryphons,,Nolan Phelan,Daniel Meron,R,R,Fastball,Foul,,,10,-0.288644031,0.26107072
Top 5,5,2,1,2,'1-2,2025-09-07,Brock Badgers,Guelph Gryphons,,Nolan Phelan,Daniel Meron,R,R,Fastball,Error,Ground Ball,Straightaway,10,-0.211213175,0.138494665
Top 5,5,2,0,0,'0-0,2025-09-07,Brock Badgers,Guelph Gryphons,,Brady Campbell,Daniel Meron,R,R,Fastball,Foul,,,100,-0.598367455,0.383646775
Top 5,5,2,0,1,'0-1,2025-09-07,Brock Badgers,Guelph Gryphons,,Brady Campbell,Daniel Meron,R,R,Breaking Ball,Ball,,,100,1.627769659,-0.190928483
Top 5,5,2,1,1,'1-1,2025-09-07,Brock Badgers,Guelph Gryphons,,Brady Campbell,Daniel Meron,R,R,Fastball,Ball,,,100,1.143826808,-0.336487548
Top 5,5,2,2,1,'2-1,2025-09-07,Brock Badgers,Guelph Gryphons,,Brady Campbell,Daniel Meron,R,R,Fastball,Popout,Pop Up,Opposite Field,100,-0.656440598,0.590493868
Bottom 5,5,0,0,0,'0-0,2025-09-07,Guelph Gryphons,Brock Badgers,,Sawyer Whitaker,RJ Moniz,L,L,Curveball,Called Strike,,,0,0.311445104,0.23808771
Bottom 5,5,0,0,1,'0-1,2025-09-07,Guelph Gryphons,Brock Badgers,,Sawyer Whitaker,RJ Moniz,L,L,Curveball,Called Strike,,,0,0.311445104,0.805001964
Bottom 5,5,0,0,2,'0-2,2025-09-07,Guelph Gryphons,Brock Badgers,,Sawyer Whitaker,RJ Moniz,L,L,Curveball,Ball,,,0,-1.527537729,-0.152623466
Bottom 5,5,0,1,2,'1-2,2025-09-07,Guelph Gryphons,Brock Badgers,,Sawyer Whitaker,RJ Moniz,L,L,Fastball,Ball,,,0,-1.488822301,-0.382453569
Bottom 5,5,0,2,2,'2-2,2025-09-07,Guelph Gryphons,Brock Badgers,,Sawyer Whitaker,RJ Moniz,L,L,Curveball,Strikeout Looking,,,0,-0.695156026,0.398968782
Bottom 5,5,1,0,0,'0-0,2025-09-07,Guelph Gryphons,Brock Badgers,,Jack Gillis,RJ Moniz,L,L,Fastball,Ball,,,0,-1.024237164,-0.244555507
Bottom 5,5,1,1,0,'1-0,2025-09-07,Guelph Gryphons,Brock Badgers,,Jack Gillis,RJ Moniz,L,L,Fastball,Foul,,,0,0.253371962,0.575171861
Bottom 5,5,1,1,1,'1-1,2025-09-07,Guelph Gryphons,Brock Badgers,,Jack Gillis,RJ Moniz,L,L,Curveball,Ball,,,0,-1.81790344,-0.144962462
Bottom 5,5,1,2,1,'2-1,2025-09-07,Guelph Gryphons,Brock Badgers,,Jack Gillis,RJ Moniz,L,L,Fastball,Ball,,,0,0.175941106,-0.359470558
Bottom 5,5,1,3,1,'3-1,2025-09-07,Guelph Gryphons,Brock Badgers,,Jack Gillis,RJ Moniz,L,L,Curveball,Hit By Pitch,,,0,1.918135369,0.988866046
Bottom 5,5,1,0,0,'0-0,2025-09-07,Guelph Gryphons,Brock Badgers,1.01,Noah Cantwell,RJ Moniz,R,L,Fastball,Ball,,,100,-0.656440598,-0.47438561
Bottom 5,5,1,1,0,'1-0,2025-09-07,Guelph Gryphons,Brock Badgers,1.03,Noah Cantwell,RJ Moniz,R,L,Curveball,Ball,,,100,-1.604968585,-0.321165541
Bottom 5,5,1,2,0,'2-0,2025-09-07,Guelph Gryphons,Brock Badgers,,Noah Cantwell,RJ Moniz,R,L,Fastball,Ball,,,10,1.647127373,1.096120094
Bottom 5,5,1,3,0,'3-0,2025-09-07,Guelph Gryphons,Brock Badgers,,Noah Cantwell,RJ Moniz,R,L,Fastball,Walk,,,10,-1.159741162,-0.313504538
Bottom 5,5,1,0,0,'0-0,2025-09-07,Guelph Gryphons,Brock Badgers,,Brendan Cooper,Jack Cohen,R,R,Fastball,Foul,,,110,0.175941106,0.360663764
Bottom 5,5,1,0,1,'0-1,2025-09-07,Guelph Gryphons,Brock Badgers,,Brendan Cooper,Jack Cohen,R,R,Fastball,Ball,,,110,1.569696516,-0.321165541
Bottom 5,5,1,1,1,'1-1,2025-09-07,Guelph Gryphons,Brock Badgers,,Brendan Cooper,Jack Cohen,R,R,Fastball,Ball,,,110,1.085753666,-0.25221651
Bottom 5,5,1,2,1,'2-1,2025-09-07,Guelph Gryphons,Brock Badgers,,Brendan Cooper,Jack Cohen,R,R,Fastball,Ball,,,110,-0.482221171,1.111442101
Bottom 5,5,1,3,1,'3-1,2025-09-07,Guelph Gryphons,Brock Badgers,,Brendan Cooper,Jack Cohen,R,R,Fastball,Walk,,,110,0.853461097,-0.344148552
Bottom 5,5,1,0,0,'0-0,2025-09-07,Guelph Gryphons,Brock Badgers,,Noah Chang,Jack Cohen,R,R,Fastball,Called Strike,,,111,0.09851025,0.873950995
Bottom 5,5,1,0,1,'0-1,2025-09-07,Guelph Gryphons,Brock Badgers,,Noah Chang,Jack Cohen,R,R,Fastball,Ball,,,111,0.427591388,-0.49736862
Bottom 5,5,1,1,1,'1-1,2025-09-07,Guelph Gryphons,Brock Badgers,,Noah Chang,Jack Cohen,R,R,Fastball,Foul,,,111,-0.637082884,0.575171861
Bottom 5,5,1,1,2,'1-2,2025-09-07,Guelph Gryphons,Brock Badgers,,Noah Chang,Jack Cohen,R,R,Slider,Foul,,,111,0.717957099,0.299375737
Bottom 5,5,1,1,2,'1-2,2025-09-07,Guelph Gryphons,Brock Badgers,,Noah Chang,Jack Cohen,R,R,Slider,Ball,,,111,1.550338802,-0.4514026
Bottom 5,5,1,2,2,'2-2,2025-09-07,Guelph Gryphons,Brock Badgers,,Noah Chang,Dante Cifala,R,R,Fastball,Single,Ground Ball,Pull,11,0.330802818,0.421951792
Bottom 5,5,1,0,0,'0-0,2025-09-07,Guelph Gryphons,Brock Badgers,,Jaylen Wood,Dante Cifala,R,R,Fastball,Foul,,,100,-0.559652027,0.789679957
Bottom 5,5,1,0,1,'0-1,2025-09-07,Guelph Gryphons,Brock Badgers,1.22,Jaylen Wood,Dante Cifala,R,R,Slurve,Ball,,,100,0.853461097,-0.390114572
Bottom 5,5,1,1,1,'1-1,2025-09-07,Guelph Gryphons,Brock Badgers,,Jaylen Wood,Dante Cifala,R,R,Slurve,Ball,,,100,-0.520936599,-0.328826545
Bottom 5,5,1,2,1,'2-1,2025-09-07,Guelph Gryphons,Brock Badgers,,Jaylen Wood,Dante Cifala,R,R,Fastball,Ball,,,10,-1.159741162,-0.305843534
Bottom 5,5,1,3,1,'3-1,2025-09-07,Guelph Gryphons,Brock Badgers,,Jaylen Wood,Dante Cifala,R,R,Fastball,Groundout,Ground Ball,Straightaway,10,0.446949103,0.299375737
Bottom 5,5,2,0,0,'0-0,2025-09-07,Guelph Gryphons,Brock Badgers,,Marco Da Gama,Dante Cifala,R,R,Fastball,Called Strike,,,1,0.253371962,0.805001964
Bottom 5,5,2,0,1,'0-1,2025-09-07,Guelph Gryphons,Brock Badgers,,Marco Da Gama,Dante Cifala,R,R,Slurve,Called Strike,,,1,-0.017636034,0.414290789
Bottom 5,5,2,0,2,'0-2,2025-09-07,Guelph Gryphons,Brock Badgers,,Marco Da Gama,Dante Cifala,R,R,Slurve,Dropped Third Strike Swinging,,,1,0.446949103,-0.213911493
Bottom 5,5,2,0,0,'0-0,2025-09-07,Guelph Gryphons,Brock Badgers,,Nolan Scicluna,Dante Cifala,L,R,Fastball,Foul,,,100,-0.695156026,-0.167945473
Bottom 5,5,2,0,1,'0-1,2025-09-07,Guelph Gryphons,Brock Badgers,,Nolan Scicluna,Dante Cifala,L,R,Fastball,Flyout,Fly Ball,Straightaway,100,0.408233674,0.23808771
Top 6,6,0,0,0,'0-0,2025-09-07,Brock Badgers,Guelph Gryphons,,Brayden Sowrey,Landon Hutar,R,R,Fastball,Ball,,,0,1.511623374,0.26107072
Top 6,6,0,1,0,'1-0,2025-09-07,Brock Badgers,Guelph Gryphons,,Brayden Sowrey,Landon Hutar,R,R,Fastball,Ball,,,0,1.085753666,-0.344148552
Top 6,6,0,2,0,'2-0,2025-09-07,Brock Badgers,Guelph Gryphons,,Brayden Sowrey,Landon Hutar,R,R,Breaking Ball,Popout,Pop Up,Opposite Field,0,0.19529882,0.812662967
Top 6,6,1,0,0,'0-0,2025-09-07,Brock Badgers,Guelph Gryphons,,Adam Geddes,Landon Hutar,L,R,Fastball,Ball,,,0,-0.230570889,1.203374142
Top 6,6,1,1,0,'1-0,2025-09-07,Brock Badgers,Guelph Gryphons,,Adam Geddes,Landon Hutar,L,R,Fastball,Swinging Strike,,,0,0.601810815,0.054223627
Top 6,6,1,1,1,'1-1,2025-09-07,Brock Badgers,Guelph Gryphons,,Adam Geddes,Landon Hutar,L,R,Fastball,Swinging Strike,,,0,0.19529882,0.215104699
Top 6,6,1,1,2,'1-2,2025-09-07,Brock Badgers,Guelph Gryphons,,Adam Geddes,Landon Hutar,L,R,Fastball,Groundout,Ground Ball,Pull,0,-0.482221171,0.636459888
Top 6,6,2,0,0,'0-0,2025-09-07,Brock Badgers,Guelph Gryphons,,Caleb Feuerstake,Landon Hutar,L,R,Fastball,Ball,,,0,0.466306817,1.080798087
Top 6,6,2,1,0,'1-0,2025-09-07,Brock Badgers,Guelph Gryphons,,Caleb Feuerstake,Landon Hutar,L,R,Fastball,Ball,,,0,-1.217814305,0.850967984
Top 6,6,2,2,0,'2-0,2025-09-07,Brock Badgers,Guelph Gryphons,,Caleb Feuerstake,Landon Hutar,L,R,Fastball,Ball,,,0,-0.695156026,1.119103104
Top 6,6,2,3,0,'3-0,2025-09-07,Brock Badgers,Guelph Gryphons,,Caleb Feuerstake,Landon Hutar,L,R,Fastball,Called Strike,,,0,0.040437108,0.375985771
Top 6,6,2,3,1,'3-1,2025-09-07,Brock Badgers,Guelph Gryphons,,Caleb Feuerstake,Landon Hutar,L,R,Fastball,Walk,,,0,-1.314602875,0.728391929
Top 6,6,2,0,0,'0-0,2025-09-07,Brock Badgers,Guelph Gryphons,1.22,Reid Lunney,Landon Hutar,L,R,Fastball,Ball,,,100,-0.346717173,0.965883036
Top 6,6,2,1,0,'1-0,2025-09-07,Brock Badgers,Guelph Gryphons,,Reid Lunney,Landon Hutar,L,R,Offspeed,Ball,,,10,1.453550232,0.690086912
Top 6,6,2,2,0,'2-0,2025-09-07,Brock Badgers,Guelph Gryphons,,Reid Lunney,Landon Hutar,L,R,Offspeed,Single,Ground Ball,Pull,10,0.543737673,0.736052933
Top 6,6,2,0,0,'0-0,2025-09-07,Brock Badgers,Guelph Gryphons,,Jaden Leeder,Landon Hutar,R,R,Fastball,Ball,,,100,-1.140383448,1.149747118
Top 6,6,2,1,0,'1-0,2025-09-07,Brock Badgers,Guelph Gryphons,,Jaden Leeder,Landon Hutar,R,R,Fastball,Lineout,Line Drive,Pull,100,-0.230570889,0.467917813
Bottom 6,6,0,0,0,'0-0,2025-09-07,Guelph Gryphons,Brock Badgers,,Evan Ogston,Dante Cifala,R,R,Fastball,Ball,,,0,0.505022245,-0.221572497
Bottom 6,6,0,1,0,'1-0,2025-09-07,Guelph Gryphons,Brock Badgers,,Evan Ogston,Dante Cifala,R,R,Fastball,Ball,,,0,-0.733871454,-0.114318449
Bottom 6,6,0,2,0,'2-0,2025-09-07,Guelph Gryphons,Brock Badgers,,Evan Ogston,Dante Cifala,R,R,Fastball,Called Strike,,,0,0.621168529,0.253409716
Bottom 6,6,0,2,1,'2-1,2025-09-07,Guelph Gryphons,Brock Badgers,,Evan Ogston,Dante Cifala,R,R,Fastball,Single,Line Drive,Opposite Field,0,-0.211213175,0.299375737
Bottom 6,6,0,0,0,'0-0,2025-09-07,Guelph Gryphons,Brock Badgers,1.11,Sawyer Whitaker,Dante Cifala,L,R,Fastball,Called Strike,,,100,-0.791944596,0.460256809
Bottom 6,6,0,0,1,'0-1,2025-09-07,Guelph Gryphons,Brock Badgers,,Sawyer Whitaker,Dante Cifala,L,R,Slurve,Ball,,,100,-0.346717173,0.889273001
Bottom 6,6,0,1,1,'1-1,2025-09-07,Guelph Gryphons,Brock Badgers,,Sawyer Whitaker,Dante Cifala,L,R,Slurve,Ball,,,10,-0.753229168,0.161477675
Bottom 6,6,0,2,1,'2-1,2025-09-07,Guelph Gryphons,Brock Badgers,,Sawyer Whitaker,Dante Cifala,L,R,Fastball,Single,Fly Ball,Opposite Field,10,0.330802818,0.138494665
Bottom 6,6,0,0,0,'0-0,2025-09-07,Guelph Gryphons,Brock Badgers,,Jack Gillis,Dante Cifala,L,R,Fastball,Ball,,,101,-0.424148029,-0.336487548
Bottom 6,6,0,1,0,'1-0,2025-09-07,Guelph Gryphons,Brock Badgers,,Jack Gillis,Dante Cifala,L,R,Fastball,Sacrifice Fly,Fly Ball,Pull,11,0.659883957,0.138494665
Bottom 6,6,1,0,0,'0-0,2025-09-07,Guelph Gryphons,Brock Badgers,,Noah Cantwell,Dante Cifala,R,R,Fastball,Foul,,,1,0.214656534,0.805001964
Bottom 6,6,1,0,1,'0-1,2025-09-07,Guelph Gryphons,Brock Badgers,,Noah Cantwell,Dante Cifala,R,R,Slurve,Lineout,Line Drive,Pull,1,-0.036993748,0.406629785
Bottom 6,6,2,0,0,'0-0,2025-09-07,Guelph Gryphons,Brock Badgers,,Alexander Pieper,Dante Cifala,R,R,Slurve,Ball,,,1,0.814745669,-0.367131562
Bottom 6,6,2,1,0,'1-0,2025-09-07,Guelph Gryphons,Brock Badgers,,Alexander Pieper,Dante Cifala,R,R,Fastball,Swinging Strike,,,1,-0.424148029,0.153816672
Bottom 6,6,2,1,1,'1-1,2025-09-07,Guelph Gryphons,Brock Badgers,,Alexander Pieper,Dante Cifala,R,R,Fastball,Popout,Pop Up,Opposite Field,1,0.621168529,0.559849854
Top 7,7,0,0,0,'0-0,2025-09-07,Brock Badgers,Guelph Gryphons,,Cole Carpenter,Landon Hutar,R,R,Fastball,Foul,,,0,0.485664531,0.245748713
Top 7,7,0,0,1,'0-1,2025-09-07,Brock Badgers,Guelph Gryphons,,Cole Carpenter,Landon Hutar,R,R,Breaking Ball,Ball,,,0,1.49226566,0.299375737
Top 7,7,0,1,1,'1-1,2025-09-07,Brock Badgers,Guelph Gryphons,,Cole Carpenter,Landon Hutar,R,R,Fastball,Groundout,Ground Ball,Pull,0,-0.520936599,0.598154871
Top 7,7,1,0,0,'0-0,2025-09-07,Brock Badgers,Guelph Gryphons,,Flynn Matheson,Landon Hutar,R,R,Fastball,Popout,Pop Up,Opposite Field,0,-0.191855461,0.889273001
Top 7,7,2,0,0,'0-0,2025-09-07,Brock Badgers,Guelph Gryphons,,Nolan Phelan,Landon Hutar,R,R,Fastball,Called Strike,,,0,-0.308001745,0.398968782
