Inning,Outs,Balls,Strikes,Count,Date,Batter_Team,Pitcher_Team,Time To Plate (sec) with Man on First,Batter,Pitcher,Batter_Side,Pitcher_Side,Pitch_Type,Outcome,Quality of Contact,Spray Chart,Runners,Pitch_Location_X,Pitch_Location_Y
7,1,0,1,'0-1,2026-05-10,Kitchener Panthers,Toronto Maple Leafs,,Rafael Gross,Ryan Capuano,R,R,Offspeed,Called Strike,,,111,-0.646838408,0.529357586
7,1,0,2,'0-2,2026-05-10,Kitchener Panthers,Toronto Maple Leafs,,Rafael Gross,Ryan Capuano,R,R,Offspeed,Strikeout Swinging,,,111,-0.124824356,0.275421422
7,2,0,0,'0-0,2026-05-10,Kitchener Panthers,Toronto Maple Leafs,,Yunior Ibarra,Ryan Capuano,R,R,Offspeed,Ball,,,111,-0.951346604,0.387325494
7,2,1,0,'1-0,2026-05-10,Kitchener Panthers,Toronto Maple Leafs,,Yunior Ibarra,Ryan Capuano,R,R,Fastball,Swinging Strike,,,111,0.049180328,0.796205758
7,2,1,1,'1-1,2026-05-10,Kitchener Panthers,Toronto Maple Leafs,,Yunior Ibarra,Ryan Capuano,R,R,Offspeed,Ball,,,111,1.212836651,0.52074958
7,2,2,1,'2-1,2026-05-10,Kitchener Panthers,Toronto Maple Leafs,,Yunior Ibarra,Ryan Capuano,R,R,Fastball,Ball,,,111,-0.646838408,0.865069803
7,2,3,1,'3-1,2026-05-10,Kitchener Panthers,Toronto Maple Leafs,,Yunior Ibarra,Ryan Capuano,R,R,Fastball,Lineout,Line Drive,Pull,111,0.244935597,0.5508776
7,0,0,0,'0-0,2026-05-10,Toronto Maple Leafs,Kitchener Panthers,,Marcus Knecht,Evan Elliott,R,R,Fastball,Ball,,,0,-0.820843091,0.430365522
7,0,1,0,'1-0,2026-05-10,Toronto Maple Leafs,Kitchener Panthers,,Marcus Knecht,Evan Elliott,R,R,Fastball,Ball,,,0,0.527693208,0.137693333
7,0,2,0,'2-0,2026-05-10,Toronto Maple Leafs,Kitchener Panthers,,Marcus Knecht,Evan Elliott,R,R,Fastball,Called Strike,,,0,0.005679157,0.542269594
7,0,2,1,'2-1,2026-05-10,Toronto Maple Leafs,Kitchener Panthers,,Marcus Knecht,Evan Elliott,R,R,Fastball,Ball,,,0,-0.690339579,0.499229566
7,0,3,1,'3-1,2026-05-10,Toronto Maple Leafs,Kitchener Panthers,,Marcus Knecht,Evan Elliott,R,R,Fastball,Called Strike,,,0,0.61469555,0.421757516
7,0,3,2,'3-2,2026-05-10,Toronto Maple Leafs,Kitchener Panthers,,Marcus Knecht,Evan Elliott,R,R,Fastball,Foul,,,0,0.114432084,0.477709552
7,0,3,2,'3-2,2026-05-10,Toronto Maple Leafs,Kitchener Panthers,,Marcus Knecht,Evan Elliott,R,R,Offspeed,Foul,,,0,-0.168325527,0.606829636
7,0,3,2,'3-2,2026-05-10,Toronto Maple Leafs,Kitchener Panthers,,Marcus Knecht,Evan Elliott,R,R,Fastball,Strikeout Swinging,,,0,0.005679157,0.327069455
7,1,0,0,'0-0,2026-05-10,Toronto Maple Leafs,Kitchener Panthers,,Yasiel Puig,Evan Elliott,R,R,Fastball,Ball,,,0,-0.788217213,0.030093263
