Inning,Outs,Balls,Strikes,Count,Date,Batter_Team,Pitcher_Team,Time To Plate (sec) with Man on First,Batter,Pitcher,Batter_Side,Pitcher_Side,Pitch_Type,Outcome,Quality of Contact,Spray Chart,Runners,Pitch_Location_X,Pitch_Location_Y
4,2,1,2,'1-2,2025-09-21,Brock Badgers,Waterloo Warriors,,Flynn Matheson,Aidan Armitage,R,R,Fastball,Strikeout Swinging,,,0,0.737314813,0.682425909
4,0,0,0,'0-0,2025-09-21,Waterloo Warriors,Brock Badgers,,Nico Valvo,Ryan Facchini,R,R,Fastball,Foul,,,0,-0.695156026,0.314697744
4,0,0,1,'0-1,2025-09-21,Waterloo Warriors,Brock Badgers,,Nico Valvo,Ryan Facchini,R,R,Fastball,Ball,,,0,-0.772586882,1.203374142
4,0,1,1,'1-1,2025-09-21,Waterloo Warriors,Brock Badgers,,Nico Valvo,Ryan Facchini,R,R,Cutter,Called Strike,,,0,-0.617725169,0.215104699
4,0,1,2,'1-2,2025-09-21,Waterloo Warriors,Brock Badgers,,Nico Valvo,Ryan Facchini,R,R,Fastball,Groundout,Ground Ball,Straightaway,0,0.214656534,0.843306981
4,1,0,0,'0-0,2025-09-21,Waterloo Warriors,Brock Badgers,,Jun Yuki,Ryan Facchini,R,R,Cutter,Called Strike,,,0,0.543737673,0.858628988
4,1,0,1,'0-1,2025-09-21,Waterloo Warriors,Brock Badgers,,Jun Yuki,Ryan Facchini,R,R,Fastball,Ball,,,0,-0.675798312,-0.137301459
4,1,1,1,'1-1,2025-09-21,Waterloo Warriors,Brock Badgers,,Jun Yuki,Ryan Facchini,R,R,Fastball,Called Strike,,,0,-0.482221171,0.30703674
4,1,1,2,'1-2,2025-09-21,Waterloo Warriors,Brock Badgers,,Jun Yuki,Ryan Facchini,R,R,Fastball,Ball,,,0,-1.314602875,0.667103902
4,1,2,2,'2-2,2025-09-21,Waterloo Warriors,Brock Badgers,,Jun Yuki,Ryan Facchini,R,R,Slider,Strikeout Swinging,,,0,0.621168529,0.483239819
4,2,0,0,'0-0,2025-09-21,Waterloo Warriors,Brock Badgers,,Adam Rusch,Ryan Facchini,R,R,Slider,Foul,,,0,0.582453101,0.368324768
4,2,0,1,'0-1,2025-09-21,Waterloo Warriors,Brock Badgers,,Adam Rusch,Ryan Facchini,R,R,Slider,Popout,Pop Up,Pull,0,0.776030241,0.475578816
5,0,0,0,'0-0,2025-09-21,Brock Badgers,Waterloo Warriors,,Liam Riley,Aidan Armitage,R,R,Fastball,Ball,,,0,-1.275887447,0.805001964
